gene	GO_ECM	GO_collagen_fibril	GO_wound_healing	GO_cell_adhesion	family_collagen	family_integrin	family_laminin	family_MMP	family_matricellular	annotation_count	mean_AA	mean_HN	AA_minus_HN	mean_expression	expression_variance	mean_signed_correlation_to_selected_cluster	signed_degree_030	signed_degree_040	signed_degree_050	signed_degree_060	aa_positive_integrin_family_absolute_median	aa_positive_matricellular_family_signed_mean	aa_positive_mmp_family_signed_max	aa_positive_all_signed_median	aa_positive_go_collagen_signed_degree_060
MMP1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	2	2.826809095	2.61176424314286	0.215044851857143	2.7327269723125	0.0245573612933159	0.658766059212132	0.90625	0.895833333333333	0.84375	0.78125	0.766339366610772	0.65278342230194	0.944076313140016	0.81304228341849	0.794871794871795
MMP11	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	2.52019973222222	2.44020766085714	0.0799920713650795	2.485203201	0.00479888027750971	0.572489966096278	0.84375	0.833333333333333	0.8125	0.666666666666667	0.660308871172958	0.587455964450931	0.898388430560996	0.695636320475046	0.736842105263158
MMP12	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	4	2.57940650044444	3.43065847285714	-0.851251972412699	2.951829238375	1.13502411678407	-0.225195594730003	0.0206185567010309	0.0103092783505155	0	0	0.303964305918845	-0.237472805145748	-0.174053540320464	-0.272105223192549	0
MMP13	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	2	2.795842616	2.59981655814286	0.196026057857143	2.7100812156875	0.0193575842651772	0.683637322457502	0.90625	0.895833333333333	0.833333333333333	0.78125	0.866342545104976	0.698095120961869	0.980133289247524	0.832343090094719	0.743589743589744
MMP14	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	3	4.97347733922222	5.62217327128571	-0.648695932063491	5.2572818095	0.509053725412329	-0.217566859700841	0.0103092783505155	0.0103092783505155	0	0	0.265064060695762	-0.129564838573777	0.130732852387452	-0.25756565300456	0
MMP16	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	2	3.38963145855556	2.84001397142857	0.549617487126984	3.1491738079375	0.184039487685704	0.66522770925309	0.90625	0.885416666666667	0.8125	0.760416666666667	0.821394546230787	0.677636621309278	0.980998832183843	0.807947222293075	0.769230769230769
MMP17	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	2	2.341764437	2.31904439371429	0.0227200432857142	2.3318244180625	0.000591651353799576	0.52718299088684	0.864583333333333	0.822916666666667	0.729166666666667	0.625	0.668917130734259	0.586413481623991	0.774426196238139	0.644295366047718	0.58974358974359
MMP2	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	3	2.73311166488889	2.65583941671429	0.0772722481746033	2.6993050563125	0.00495486506363235	0.396372650961507	0.770833333333333	0.645833333333333	0.40625	0.166666666666667	0.441807797311977	0.33475334687948	0.695440905365902	0.445756501178568	0.230769230769231
MMP20	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	2	2.69170488522222	2.47549677085714	0.21620811436508	2.5971138351875	0.0322997973881408	0.65960192909234	0.90625	0.854166666666667	0.822916666666667	0.760416666666667	0.826797161185961	0.677867647736075	0.980998832183843	0.800830783307377	0.769230769230769
MMP24	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	3	2.77803006377778	2.66174958814286	0.116280475634921	2.7271573556875	0.0190397223083348	0.271295672588152	0.556701030927835	0.216494845360825	0.0309278350515464	0.0206185567010309	0.334062704474698	0.262996738105894	0.474798175325439	0.314928268123173	0
MMP25	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	2	3.87781925622222	3.63986146342857	0.237957792793651	3.773712721875	0.0517821607266498	0.572090837832586	0.875	0.833333333333333	0.791666666666667	0.677083333333333	0.714039694308854	0.628885130100169	0.787063048398523	0.712630414683877	0.692307692307692
MMP26	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	2	2.15657096288889	2.12518782942857	0.0313831334603174	2.142840842	0.000686400493068818	0.675829750171617	0.895833333333333	0.875	0.84375	0.770833333333333	0.837380097577536	0.700522921359135	0.96631076503679	0.833693878963923	0.743589743589744
MMP27	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	2	2.29882879	2.21270176928571	0.0861270207142857	2.2611482184375	0.00512396711247635	0.489375069928346	0.833333333333333	0.802083333333333	0.635416666666667	0.458333333333333	0.50902447657296	0.443857561438454	0.708748213715244	0.576459122500607	0.487179487179487
MMP28	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	2	3.27162138022222	2.90016897	0.371452410222222	3.10911095075	0.0747653570530156	0.683072780866675	0.90625	0.90625	0.833333333333333	0.770833333333333	0.87518549910035	0.698409492109504	0.952021746859146	0.838714593248119	0.769230769230769
MMP3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	2	2.50721909877778	2.43003949171429	0.077179607063492	2.4734530206875	0.00354166640947518	0.684358129743488	0.90625	0.885416666666667	0.84375	0.760416666666667	0.839826107623918	0.702731894457917	0.972743231628913	0.830843918109763	0.743589743589744
MMP7	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	2	2.533034532	2.96249019957143	-0.429455667571429	2.7209213865625	0.299038483561568	-0.275008524667981	0.0206185567010309	0.0206185567010309	0.0103092783505155	0.0103092783505155	0.324950707528906	-0.285657462942185	-0.130586041855871	-0.315580189961757	0
MMP8	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	2	2.21469862844444	2.13363304885714	0.0810655795873014	2.179232437375	0.00647444062758228	0.586272020382373	0.875	0.854166666666667	0.770833333333333	0.65625	0.700592344872022	0.590829926054602	0.924559486841376	0.703454378780369	0.615384615384615
NF1	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	4	3.92851574688889	3.21938381242857	0.709131934460317	3.6182705255625	0.268341615168562	0.685189043642466	0.90625	0.895833333333333	0.885416666666667	0.78125	0.824924359106316	0.671561818220487	0.936325215801086	0.840772431953584	0.789473684210526
P4HA1	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2	5.45982875111111	5.905818638	-0.445989886888889	5.654949326625	0.197471707527076	-0.379287873719379	0.0208333333333333	0.0208333333333333	0.0208333333333333	0.0208333333333333	0.471779351118849	-0.352920917315341	-0.318843139358888	-0.469862042995365	0
PLOD3	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2	3.637014936	4.10163834385714	-0.464623407857143	3.8402876769375	0.176987938281555	-0.474221354109893	0.0520833333333333	0.0208333333333333	0.0208333333333333	0.0208333333333333	0.602377888179303	-0.487133192902528	-0.0717427624074508	-0.6034291644925	0
POSTN	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	3	4.09716072822222	3.35126602971429	0.745894698507937	3.770831797625	0.289227776042776	0.681053859195285	0.90625	0.885416666666667	0.84375	0.78125	0.826015079653405	0.647945480912976	0.943187790552048	0.830620273262243	0.769230769230769
SERPINH1	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2	2.94291904411111	3.31993700014286	-0.377017956031746	3.107864399875	0.141136648859317	-0.334458433162462	0.0412371134020619	0.0103092783505155	0	0	0.4034577261059	-0.316714553318822	-0.109010560475473	-0.412832938970088	0
TGFB2	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	4	3.474488407	2.93110807785714	0.543380329142857	3.236759513	0.155394061272795	0.693456439158712	0.90625	0.90625	0.864583333333333	0.760416666666667	0.826253769232055	0.671566572058931	0.956445971334293	0.843121701579501	0.736842105263158
TGFBR1	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	2.52435248088889	2.40505344971429	0.119299031174603	2.47215915475	0.00949607073467592	0.629282700276629	0.90625	0.84375	0.833333333333333	0.760416666666667	0.699036505841991	0.610326066707914	0.940193420293198	0.747709970375105	0.842105263157895
THBS1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	3	4.06187998866667	3.722615887	0.339264101666667	3.9134519441875	0.714571106798508	0.323701864393318	0.6875	0.4375	0.0833333333333333	0.03125	0.406402706751213	0.272253567420586	0.466322955946324	0.383937494117222	0.0256410256410256
THBS2	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	2	2.56838101377778	2.44050394371429	0.127877070063492	2.512434795625	0.00820564138108191	0.529068995557546	0.854166666666667	0.78125	0.71875	0.614583333333333	0.670855061902455	0.521962335026101	0.771775534034821	0.665843843852734	0.58974358974359
THBS3	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	2	2.53132139288889	2.52510559171429	0.00621580117460363	2.528601979875	0.00317415434930117	0.335104097659585	0.711340206185567	0.474226804123711	0.195876288659794	0.0721649484536082	0.367817344918781	0.353801583421467	0.674215035175483	0.390913508448477	0.0512820512820513
THBS4	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	2	2.441084963	2.37370254385714	0.0673824191428571	2.411605154625	0.00217384999005868	0.646540712413434	0.875	0.854166666666667	0.833333333333333	0.770833333333333	0.792014980612188	0.623319914347219	0.952758236337731	0.796018121576045	0.769230769230769
TLL1	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2	3.67968600233333	2.98304756628571	0.696638436047619	3.3749066865625	0.235019976133374	0.699463050465555	0.90625	0.90625	0.875	0.78125	0.850687166492627	0.689970534605865	0.97012708799747	0.861152399222592	0.763157894736842
TLL2	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2	3.00095749277778	2.68559410385714	0.315363388920635	2.862986010125	0.0622898789187963	0.618917100228814	0.895833333333333	0.864583333333333	0.8125	0.71875	0.643965651772944	0.572027384435242	0.913640118309432	0.743636630476953	0.815789473684211
TNN	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	2	2.71687821544444	2.64658851428571	0.07028970115873	2.6861264711875	0.00452535392787358	0.529026120560356	0.864583333333333	0.822916666666667	0.739583333333333	0.572916666666667	0.589201050646724	0.486793791519687	0.943415747863603	0.634170241331514	0.564102564102564
TNR	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	3	2.68567484311111	2.62747958614286	0.0581952569682542	2.6602144181875	0.00406411500233359	0.536993515641768	0.875	0.822916666666667	0.729166666666667	0.572916666666667	0.678939068342483	0.533934226317713	0.842483390359223	0.663493821508092	0.564102564102564
TNXB	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	4	2.45507007977778	2.38740638314286	0.0676636966349209	2.4254672125	0.00270081321185897	0.684754092289358	0.90625	0.895833333333333	0.84375	0.770833333333333	0.83836569982351	0.66361532936167	0.966374932751891	0.83836569982351	0.736842105263158
VIPAS39	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2	2.70504691677778	2.94808886142857	-0.243041944650794	2.8113777675625	0.113440194810378	-0.424654950087431	0.0208333333333333	0.0104166666666667	0.0104166666666667	0.0104166666666667	0.481457053960717	-0.434744612116278	-0.296438077839649	-0.518582636351226	0
VPS33B	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	4	4.25296788566667	4.08747571714286	0.16549216852381	4.1805650619375	0.0760948364102765	0.357530092184689	0.65625	0.46875	0.25	0.104166666666667	0.295573862805165	0.276176305309682	0.642367540523535	0.386843271299661	0.105263157894737
